㐁	442.07 444.28
震	391.52
霈	381.21
霋	087.33
霍	508.52
霎	540.57 544.04
霏	064.15
霑	227.16
霓	089.47 372.41 494.43
霔	364.39
霖	217.21
霙	177.32 185.31
霚	030.02 365.43
霛	195.25
霜	176.27
霝	195.37
霞	167.06
霠	220.13
霢	513.20
霣	277.21
霤	436.07
霦	106.24
霧	365.42
霩	509.02
霪	218.25
霫	531.38 533.14
霰	406.24
霱	473.43
露	367.14
霳	027.23
霵	533.45 534.01
霶	182.16
霸	423.23
霹	520.30
霼	255.47 361.31
霽	370.23
霾	095.26
霿	030.01 343.42
靀	030.06
靂	520.37
靃	242.28 509.01
靄	380.11 483.45
靅	359.35
靆	389.47
靈	195.24
靉	255.01 390.41
靐	433.27
青	193.31
靖	317.43
靗	431.05
靘	193.35 432.28
靚	431.26
靜	317.40
非	064.29
靠	418.52
靡	241.13
面	409.47
靤	416.41
靦	288.29
靧	388.12
靨	540.64
革	515.18
靪	194.39 319.45
靫	093.39 167.43
靬	115.46 123.27 129.12 401.46
靮	521.35
靯	265.01
靲	219.32
靳	397.07
靴	164.21
靶	423.27
靷	276.45 392.28
靸	534.55 537.64
靺	485.10
靻	266.32
靼	483.24 497.41
靽	404.29
靾	378.08
靿	416.54
鞀	157.31
鞁	347.09
鞂	489.16
鞃	201.44
鞄	154.29 300.38 416.43 466.13
鞅	310.44
鞇	101.35
鞈	534.38 543.37
鞉	157.32
鞋	093.04 094.36
鞌	121.26
鞎	120.23
鞏	239.11
鞓	197.22
鞔	126.60
鞕	430.29
鞘	152.56 413.34
鞙	136.07 289.53
鞚	342.33
鞜	535.33
鞞	047.11 090.38 245.02 320.29
鞠	454.47 455.31 456.13
鞢	542.28 544.36
鞣	207.07 437.23
鞤	183.42
鞥	536.30
鞦	204.13
鞧	204.10
鞨	483.06 497.49
鞪	211.39 453.01
鞫	455.05
鞬	115.47
鞭	141.30
鞮	087.38
鞳	537.37
鞴	352.05 370.10 453.29
鞵	093.03
鞶	126.39
鞹	509.39
鞻	213.38
鞼	097.07 351.41
鞽	151.46
鞾	164.20
鞿	065.28
韁	174.07
韂	444.15
韄	369.06
韅	289.22
韆	137.17
韇	449.23
韈	479.09
韉	133.04
韋	064.01
韌	392.18
韍	352.06 475.20
韎	485.11
韏	293.40 397.35 410.48
韐	534.39 543.26
韒	413.33
韔	425.21
韖	323.22
韗	396.04 398.51
韘	538.49 542.25
韙	255.23
韛	386.11
韜	156.19
韝	214.10 214.46
韞	117.17 279.11
韠	471.02
韡	255.30
韢	375.40
韣	449.18 461.16 461.45
韤	479.08
韭	322.21
韰	385.37
韱	226.05
音	220.09
韴	535.50
韶	149.12
韸	032.17
韹	181.38 184.39
韺	185.33
韻	396.11
韽	222.04 445.13
韾	218.44
響	311.39
頀	368.58
頁	494.07
頂	319.35
頃	192.38 318.34
頄	057.05 210.20
項	240.20
順	395.29
頇	123.30 401.38 484.22
須	075.32
頊	461.21 461.23
頋	368.26
頌	035.26 344.28
頍	246.41
頎	065.04
頏	182.43 428.16
預	363.15
頑	128.44
頒	110.44 128.14
頓	399.09
頔	522.26
頕	224.10
頖	404.36
頗	163.39 307.10 420.50
領	318.22
頛	272.20
頜	331.41 534.32
頝	153.57
頞	483.40
頟	511.25
頠	246.47 273.16
頡	489.25 494.06
頢	486.05 490.41
頣	275.42
頤	059.07
頦	100.51 274.20
頧	097.46 273.05
頨	140.39 260.09
頩	195.21 320.38
頪	382.21
頫	260.20 412.32
頭	214.26
頮	388.13
頯	057.01 248.25
頰	541.22
頲	320.04
頵	105.31 106.15
頶	460.21
頷	222.17 331.40
頸	193.26 318.28
頹	097.26
頻	104.34
頿	046.38
顀	058.19
顁	432.16
顄	222.14 331.54
顅	129.26
顆	307.21
顇	355.22
顈	289.15 320.34
顉	219.37 330.02 331.16
顋	100.61
題	088.04 372.04
額	511.24
顎	507.07
顏	128.33
顐	116.32 119.38 400.02
顑	331.37 445.32
顒	036.02
顓	141.59
顖	392.09
顗	255.42
願	397.22
顙	313.39
顛	134.47 407.45
顝	096.14 272.56 482.01
類	351.09
顟	154.47
顠	298.03 298.15
顡	273.17 361.13 386.32
顢	126.50
顣	457.25
顤	146.29 153.30 413.20
顥	301.17
顦	147.32
顧	368.25
顩	328.22 334.11
顪	391.42
顫	409.13
顬	075.26
顮	103.21
顯	289.21
顰	105.05
顱	084.12
顲	328.29 332.07 442.29
顳	540.01
顴	143.02
風	026.31 343.30
颫	078.04
颬	169.42
颭	334.08
颮	154.28 466.12
颯	534.54
颰	479.06 487.35
颲	497.06
颵	153.05
颸	060.01
颺	170.07 424.30
颻	148.27
颽	273.42
颾	157.09
颿	231.37 446.11
飀	203.14
飁	531.31
飂	203.13 436.19
飄	149.52 151.24
飉	145.32
飊	149.29
飋	474.61
飌	026.32
飍	216.24
飛	064.25
飜	114.44
食	357.51 525.16
飢	052.44
飣	432.13
飤	356.36
飥	506.07
飧	118.02
飩	119.23
飪	328.42
飫	362.43
飬	410.42
飭	525.02
飯	281.51 398.17
飲	329.39 441.15
飳	326.08
飴	058.46
飵	369.31 508.23
飶	471.40 496.06
飷	309.11
飺	046.35
飻	493.49
飼	356.37
飽	299.40
飾	525.42
餀	383.12
餁	328.43
餄	543.32
餅	318.29
餆	149.10
餈	053.30
餉	425.03
養	310.12 424.33
餌	357.24
餐	121.33
餑	480.20
餒	273.08
餓	419.31
餔	085.28 370.11
餕	395.09
餖	438.33
餗	450.25
餘	067.44
餚	151.48
餛	116.15
餞	290.44 411.51
餟	376.19 499.18
餣	546.09
餤	223.36
餥	064.35 255.18
餦	174.23
餧	273.07 349.10
館	403.01
餩	530.40
餪	286.04
餫	116.16 396.02
餬	081.12
餭	181.21
餮	493.48
餯	391.41
餱	212.17
餲	378.27 387.10 483.01 483.44
餴	111.16
餹	178.25
餺	508.48
餻	155.14
餼	361.25
餽	351.37
餾	203.35 436.10
饁	540.48
饅	126.54
饆	471.18
饇	364.10
饉	394.04
饊	284.08
饋	351.36
饌	287.13 411.38
饍	409.18
饎	358.20
饐	354.20
饑	065.29
饒	148.15 415.07
饔	036.16
饕	156.17
饖	391.31
饗	311.40
饘	137.46 291.08
饙	111.15
饛	029.20
饜	228.14 443.45
饞	230.33
饟	173.02 312.21 425.10
饠	160.54
饡	402.21
首	322.24 435.19
馗	056.29 210.38
馘	513.33
香	172.17
馚	111.09
馛	487.33
馝	471.33 496.04
馞	480.22 481.54
馠	223.11
馡	064.30
馣	222.02
馤	380.10
馥	453.27 528.58
馦	229.19
馧	110.25 481.16
馨	195.01
馩	111.08
馬	307.28
馭	361.42
馮	026.24 199.19
馯	128.45 400.35
馰	521.37
馲	505.31 506.01 510.18
馳	049.22
馴	108.19
馵	364.35
馶	041.02 044.10 348.43 349.22
馹	468.14
馺	535.02
馻	277.32 293.28
馼	109.36
馾	442.25
駁	465.33
駂	303.24
駃	386.39 492.38
駉	198.12
駊	307.06 307.09
駎	435.11
駏	258.17
駐	366.25
駑	083.05
駒	080.19
駓	058.02
駔	266.24 314.03
駕	421.31
駖	196.28
駗	103.38 275.23
駘	099.21 274.05
駙	364.23
駚	311.06 315.03
駛	252.11 357.40
駜	471.38 472.27
駝	159.33
駞	159.34
駟	354.36
駢	135.40
駣	157.44 297.16 302.01
駤	353.13
駥	025.35
駧	343.19
駩	141.44
駪	109.10
駫	198.13
駬	252.15
駭	271.23
駮	465.32
駰	101.39 106.12
駱	505.26
駴	271.26
駵	203.08
駶	461.41
駷	239.32 326.56
駸	216.31 220.44
駹	038.42
駺	179.41
駻	400.32
駼	082.36
駽	406.50
駾	383.19
駿	395.11
騀	304.27
騁	318.10
騂	193.22
騃	253.26 271.31
騄	462.44
騅	057.30
騇	309.06 423.16
騉	117.06
騊	157.36
騋	100.02
騎	043.42 347.19
騏	060.13
騑	064.21 064.33
騕	296.24
騖	365.44
騗	411.54
騘	031.22
騚	132.07
騛	064.32
騜	181.22
騝	115.52 142.32
騟	077.05
騠	088.26
騢	167.08
騣	031.45
騤	056.32 492.47
騥	207.03
騧	093.20 166.05
騩	055.30 066.12 352.16
騫	142.41
騬	199.38
騭	468.04
騮	203.07
騯	183.28 184.44 185.09
騰	201.54
騱	089.22
騲	302.35
騴	405.08
騵	113.09
騶	209.03
騷	157.02
騺	353.07
騻	176.32
騼	451.12
騽	531.30 533.60
騾	163.17
驀	510.04
驁	158.06 417.38
驂	221.24
驃	414.64
驅	077.11 366.32
驈	473.19 473.38
驉	069.27
驊	165.38
驋	485.44
驌	458.36
驍	145.19
驎	103.43
驐	119.03
驒	122.21 135.07 159.40
驓	200.17
驔	335.51
驕	147.43
驖	493.20 494.01
驗	443.49
驘	163.18
驙	122.22 138.11
驚	186.06
驛	517.12
驜	545.15
驟	436.32
驠	134.12 408.20
驡	034.23 314.04
驢	070.06
驤	175.20
驥	353.45
驦	176.31
驧	456.07
驨	092.29
驩	126.08
驪	045.44 087.17
驫	149.39 216.10
骨	479.49
骫	242.01
骬	074.08
骭	401.31 405.19
骯	314.09 315.08
骰	214.30
骱	483.04 489.15
骲	300.36 416.45 452.20 465.60
骳	241.16
骴	046.30
骶	371.05
骸	094.31
骹	153.49 484.03
骺	212.26
骻	309.54
骼	512.12
骽	272.36
骾	315.50
骿	135.38
髀	245.05 248.15 270.15
髁	164.11 309.52 420.22
髂	422.40
髃	072.16 326.33
髆	508.32
髇	153.19
髈	183.19 315.21
髉	465.41
髊	348.09
髎	146.18 151.42
髏	213.28
髑	449.03
髒	314.05
髓	242.26
體	268.27
髕	276.13
髖	120.09 126.20
髗	084.13
高	155.09
髝	155.42 418.07
髞	418.45
髟	149.43 216.09 231.08
髡	120.06
髢	371.49
髣	312.23
髤	209.25
髦	156.08
髧	330.24
髫	144.52
髬	058.06
髮	479.02
髯	227.01 443.41
髲	347.07
髳	029.30
髴	359.34 475.26 476.54
髵	061.06
髶	037.28 354.07
髸	038.08
髺	485.55
髻	372.47
髼	032.13
髽	169.11
髾	152.50
髿	162.25 168.06
鬀	371.30 371.50
鬃	033.16 040.33
鬄	516.23
鬅	201.42
鬆	033.44 038.13 038.26 342.02
鬇	185.29 189.01
鬈	143.16 143.29
鬉	032.09
鬊	395.25
鬋	137.22 292.16 410.14
鬌	042.43 305.26 306.22
鬐	054.20
鬑	225.41 228.50
鬒	275.11
鬕	421.24
鬖	224.16
鬗	127.07 398.16
鬘	128.29
鬙	201.15
鬚	075.33
鬜	129.01 129.28 488.12
鬞	039.17
鬟	127.39
鬠	382.04 486.22
鬡	189.12
鬢	393.06
鬣	539.01
鬤	174.39 187.33
鬥	438.40
鬯	425.20
鬱	475.33
鬲	515.16 521.06
鬳	399.01
鬴	262.22
鬵	217.12 218.56 227.45
鬷	031.39 236.29
鬹	050.17
鬻	455.48
鬼	255.36
鬽	350.15
鬾	043.45 347.20
魁	096.11
魃	487.29
魄	506.08 511.51
魅	350.14
魈	147.04
魊	528.12
魋	097.31
魌	061.26
魍	313.01
魎	310.42
魏	359.20
魑	048.30
魔	162.45
魖	069.30
魗	206.32 322.32
魘	334.26 540.62
魚	066.15
魛	156.46
魝	491.56
魟	029.07 030.49 032.22
魠	505.52
魡	521.53
魤	163.08
魥	536.45 545.40
魦	162.18 167.50
魧	180.26 182.45
魪	385.07
魫	329.11
魬	287.04
魮	052.22
魯	265.09
魱	081.29
魳	535.61
魴	173.09
魵	110.55 278.48 279.07 396.23
魶	536.09 537.46
魺	161.21
魼	071.28 537.29
魽	224.46
魾	057.43 058.07
魿	103.53 196.53
鮀	159.38
鮂	205.23 209.34
鮅	471.17 471.42
鮆	046.41
鮇	358.49
鮈	080.27
鮊	510.27
鮋	205.02 206.27 209.57
鮍	043.13
鮎	229.16
鮏	195.08
鮐	100.44
鮑	300.35
鮒	364.24
鮓	309.37
鮚	471.27
鮛	456.36
鮜	437.29
鮞	061.15 456.24
鮠	098.33
鮡	145.10 297.15
鮢	077.24
鮣	394.19
鮤	378.52 496.48
鮥	505.33
鮦	024.03 238.20 323.37
鮧	051.27 088.50
鮨	054.30
鮩	317.22 320.47 471.37
鮪	248.29
鮫	152.14
鮬	085.50 370.12
鮭	091.48 092.15 093.01
鮮	137.05 290.24 409.11
鮯	534.27
鮵	486.33
鮶	112.01
鮷	088.47
鮸	295.04
鮹	146.61 153.02
鮾	273.12
鮿	540.43
鯀	282.54
鯁	315.48
鯃	083.39
鯅	138.24
鯆	085.38 086.27 261.10
鯇	286.58
鯈	209.48
鯉	252.20
鯊	167.49
鯔	062.23
鯕	060.23
鯖	192.15 193.33
鯗	311.26
鯛	144.33
鯜	538.40 540.23
鯝	368.36
鯞	324.34
鯟	023.08
鯠	100.09
鯡	359.27
鯢	089.56
鯤	116.45
鯥	454.23
鯧	173.34
鯨	187.17
鯩	107.35
鯪	199.06
鯫	077.29 215.25 327.46
鯬	055.09 087.09
鯶	282.02
鯷	088.51 346.28 372.12
鯸	212.20
鯹	195.09
鯼	031.43 342.41
鯽	516.40 527.43
鯾	141.31
鯿	128.23 141.32
鰀	285.15
鰂	530.10
鰃	096.26
鰄	064.52
鰅	036.04 072.20
鰇	207.08
鰈	537.28
鰊	407.54
鰋	280.26
鰌	205.38
鰍	204.16
鰐	507.03
鰑	171.15
鰒	453.51
鰓	100.57
鰕	167.09
鰜	229.13 229.32
鰝	301.19 507.52
鰞	085.13
鰠	157.07
鰡	203.27
鰢	307.34
鰣	059.24
鰤	052.01
鰥	129.06 406.23
鰦	063.22
鰧	202.10 328.19
鰨	537.30
鰩	148.34
鰪	538.11
鰬	142.30
鰭	054.29
鰱	139.11
鰲	158.26
鰴	063.45
鰵	277.06
鰶	375.09
鰷	145.18
鰸	077.10
鰹	133.34
鰻	126.62 398.05
鰼	531.29
鰾	298.01
鰿	514.06 516.37
鱀	353.51 358.10
鱁	454.39
鱂	175.28
鱄	142.03 294.32
鱅	035.17 037.52
鱊	473.18 473.48 489.07
鱌	310.25
鱍	485.37 486.62
鱎	298.36
鱏	217.02 218.38
鱐	459.01
鱑	181.31
鱒	282.49 399.34
鱓	291.56
鱕	116.05
鱖	377.03 478.32
鱗	103.36
鱝	278.49
鱟	437.37 459.38
鱠	381.38
鱡	530.09
鱢	157.10
鱣	138.12
鱤	330.10
鱦	199.30 317.01 432.46 432.49
鱧	268.18
鱬	075.22
鱭	268.08
鱮	259.27
鱯	369.08 423.37 513.28
鱲	539.12
鱴	495.05
鱵	217.36
鱸	084.14
鱺	268.19
鱻	137.07
鳥	295.43
鳦	472.32
鳧	078.05
鳨	524.46
鳩	208.13
鳪	452.35
鳫	405.02
鳭	154.11
鳱	123.01
鳲	054.17
鳳	342.04
鳴	186.17
鳶	140.56
鳷	041.06
鳹	228.08
鳺	079.46
鳻	110.48 128.15
鳼	109.41
鳽	133.26 135.22 187.43 516.03
鳿	461.20
鴀	208.27 323.09
鴂	492.42
鴅	126.12
鴆	440.40
鴇	303.22
鴈	405.01
鴉	167.24
鴊	192.21 430.39
鴋	173.12 175.06
鴏	529.46
鴐	166.42
鴒	195.33
鴓	495.15
鴗	532.47
鴘	293.21 295.15
鴚	159.11
鴛	115.13 117.13
鴜	046.36 046.39
鴝	074.42 215.13
鴞	150.24
鴟	053.04
鴠	401.12
鴢	296.29 300.31
鴣	082.14
鴤	025.11
鴦	177.27 182.26
鴨	544.37
鴪	473.34
鴭	097.49
鴮	085.26
鴯	061.20
鴰	485.61 490.37
鴱	380.07
鴲	051.05 350.04
鴳	405.10
鴶	489.12
鴷	497.07
鴸	075.55 077.23
鴹	171.14
鴺	051.32 088.44
鴻	030.40 236.38
鴽	071.13
鴾	212.02
鴿	534.23
鵀	218.16 219.10 440.37
鵁	152.12
鵂	209.19
鵃	149.23 154.12
鵄	053.06
鵅	505.39 512.15
鵊	543.35
鵋	358.11
鵌	068.02 082.38
鵎	306.33
鵏	085.33 370.16
鵐	073.18
鵒	462.29
鵓	480.38
鵕	394.47
鵖	534.04 540.61
鵗	065.41
鵚	450.12
鵛	193.38
鵜	088.18
鵝	160.35
鵟	178.10
鵠	460.16
鵡	261.26
鵣	383.10
鵧	052.28
鵨	066.28
鵩	453.28
鵫	415.38 466.41
鵬	201.39
鵭	219.21
鵮	230.26 230.43
鵯	047.07 469.06
鵰	144.36
鵱	374.08 454.19
鵲	503.13
鵳	133.33
鵴	455.10 456.11
鵵	368.24
鵶	167.25
鵷	115.16
鵸	043.43
鵹	046.03
鵺	422.57
鵻	057.34 277.39
鵼	027.35
鵽	487.17 488.42 490.50
鵾	116.43
鶁	186.11
鶂	522.01
鶄	190.19 193.32
鶅	062.19 357.10
鶆	100.10
鶇	022.03
鶈	087.29
鶉	107.11
鶊	183.44
鶋	067.06
鶌	476.07
鶔	207.11
鶖	204.15
鶘	081.15
鶙	088.40
鶚	507.02
鶛	094.21
鶜	153.14
鶝	453.14 528.60
鶞	106.44
鶟	480.54
鶠	280.18
鶡	482.60
鶢	113.31
鶤	116.44 396.09
鶥	057.11
鶧	185.35
鶨	399.48 410.56
鶩	365.53 452.41
鶪	523.53
鶬	180.07
鶭	312.27
鶯	188.50
鶱	115.40
鶴	508.01
鶵	078.28
鶶	178.33
鶷	490.05
鶹	203.06
鶻	480.02 482.49 488.28
鶼	229.09
鶾	121.03
鶿	063.09 063.24
鷁	521.65
鷂	148.46 413.41
鷃	405.11
鷄	089.06
鷅	469.56
鷇	437.47
鷈	090.30
鷌	307.33
鷎	155.19
鷏	134.38
鷐	102.13
鷒	124.56 142.04
鷓	423.07
鷔	158.12 417.41
鷕	299.02
鷖	089.33
鷗	213.02
鷘	525.08
鷙	350.01
鷚	211.47 216.05 216.27 436.09
鷜	077.39 213.40
鷝	471.08
鷞	176.29 311.33
鷟	464.31
鷡	073.10
鷢	478.40
鷣	218.29 413.53
鷤	088.24 122.17 371.58
鷦	148.03
鷧	354.23
鷨	165.39
鷩	311.50 376.53 498.19
鷫	458.33
鷭	114.21
鷮	147.47 150.32
鷯	146.03 414.44
鷰	408.22
鷲	436.36
鷴	129.21
鷵	082.58
鷶	270.42
鷷	108.11 108.13
鷸	473.37
鷹	199.17
鷺	367.17
鷽	467.01 467.29
鷾	358.28
鷿	523.40
鸀	461.11 466.47
鸁	163.20
鸂	091.38
鸄	412.53 520.29 521.61
鸅	512.39
鸆	072.26
鸇	138.04
鸈	545.25
鸉	171.16
鸋	197.05 431.48
鸌	509.26
鸍	047.39 048.38
鸎	188.56
鸏	029.26 236.08
鸐	466.49
鸑	464.22
鸒	068.23 363.20
鸓	056.11 249.16
鸕	084.20
鸗	030.29 034.22
鸘	176.28
鸙	501.22
鸚	188.54
鸛	403.08
鸜	074.43
鸝	046.02
鸞	125.22 128.27
鹵	265.21
鹷	196.25
鹹	229.27
鹺	160.16
鹻	336.46
鹼	226.16 336.45
鹽	225.08 443.36
鹿	450.40
麀	202.37
麁	086.01
麂	247.34
麃	154.26 299.30
麆	266.23 363.06
麇	105.29
麈	263.20
麉	133.32
麊	048.47
麋	057.18
麌	084.02 259.45
麎	102.14
麏	105.28
麐	103.35 392.51
麑	089.54
麒	060.12
麓	451.07
麔	323.28
麕	105.30
麖	186.10
麗	046.09 374.24
麙	230.14
麚	166.37
麛	091.27
麜	469.59
麝	423.21 519.53
麞	173.21
麟	103.34
麠	186.09
麡	086.39 091.21 095.17
麢	195.30
麤	085.51
麥	513.16
麧	482.38
麨	298.08
麩	078.33
麪	408.34
麮	259.32 362.14
麰	211.40
麱	078.34
麳	100.20
麴	455.28
麵	408.35
麷	027.09 344.01
麻	164.42
麼	306.34
麾	042.09
黀	209.13
黁	120.21
黂	360.38
黃	181.13
黅	220.02
黇	228.35
黈	326.10
黊	092.41 309.17 383.52
黌	184.26
黍	257.15
黎	087.03
黏	227.12
黐	046.22 048.31
黑	529.48
黓	527.04
黔	219.15 228.06
黕	332.10
黖	361.30
黗	119.12 283.07
默	529.52
黚	219.29 228.04
黛	389.37
黜	474.27
黝	054.34 327.50
點	335.43
黟	054.35 089.41
黠	487.50
黤	330.41 337.29
黥	187.13
黦	475.38 478.38 479.23
黧	087.07
黨	314.36
黫	130.07
黬	229.42 230.11
黭	330.36
黮	330.22 331.03
黯	230.08 337.09
黰	130.03 275.22
黱	389.38
黲	331.11 333.05
黳	089.37
黴	057.17 387.54
黵	332.46
黶	334.22
黷	449.01
黸	084.18
黹	250.27
黺	278.39
黻	475.15
黼	261.01
黽	277.11 293.03 317.30
黿	113.10 124.17
鼀	456.19
鼁	362.16
鼂	147.15
鼃	093.23 094.08
鼄	075.49
鼅	049.07
鼆	317.29
鼇	158.13
鼈	498.20
鼉	159.35
鼊	523.44
鼎	319.40
鼏	523.23
鼐	274.18 390.49
鼒	063.21 099.53
鼓	265.41
鼕	032.42
鼖	110.36
鼗	157.30
鼘	106.11 135.54
鼙	090.37
鼚	178.03
鼛	155.18
鼜	524.03
鼞	182.11
鼟	202.18
鼠	257.14
鼢	111.11 278.45
鼣	391.36
鼤	109.44 395.40
鼧	160.05 160.49
鼨	025.06
鼩	074.48
鼪	187.09 430.17
鼫	518.18
鼬	437.02
鼭	059.21
鼮	194.16
鼯	083.27
鼱	190.22
鼲	116.18
鼳	523.55
鼴	280.24
鼵	480.52
鼶	048.09 088.25
鼷	089.30
鼸	336.09
鼻	355.02
鼽	210.27
鼾	123.31 400.22
鼿	096.04 481.40
齁	214.15
齂	355.29 385.24 489.45
齃	483.39
齅	435.27
齈	344.11
齊	086.37 371.21
齋	095.28
齌	087.32 091.18 371.22
齍	052.37
齎	052.40 091.09
齏	091.12
齒	254.16
齔	280.07 394.17
齕	482.40 494.08
齖	168.12 422.08
齗	112.41 276.19 377.43
齘	385.33
齚	511.12
齛	496.36
齜	050.34
齝	060.34 062.47
齞	290.20
齟	258.40
齡	195.29
齤	143.10
齦	112.42 283.34 288.10
齧	494.42
齨	323.27
齩	300.39
齪	467.51
齫	283.16
齬	066.21 083.38 256.12
齭	258.26 258.32
齮	243.21
齯	089.49
齰	422.35 511.13
齱	209.04 467.49
齲	263.27
齳	279.18
齴	292.36
齵	072.25 214.41
齶	507.06
齷	467.05
齸	469.31 516.50
齹	160.28
齺	464.36
齻	134.49
齼	258.33
齽	441.04
龍	034.19
龏	345.02 467.08
龐	039.55
龓	030.12 237.21
龔	038.01
龕	222.58
龖	535.16
龗	196.22
龜	055.25 208.21
龠	501.13
龢	163.47
龣	450.46 464.18
龤	094.34
𠀔	476.02
𠀘	133.15
𠀽	481.55
𠁁	327.42
𠁅	363.40
𠁗	517.40
𠁭	044.28
𠂁	332.15
𠂄	126.18
𠂆	378.10
𠂇	305.13
𠂔	254.28
𠂕	248.33
𠂞	081.24
𠂢	384.17
𠂤	097.56
𠂬	306.40
𠂼	335.50
𠃀	043.05
𠃊	279.36
𠃚	216.14
𠃢	354.28
𠃸	358.29
𠃾	055.27
𠄅	545.20
𠄈	392.50
𠄌	478.34
𠄏	295.51
𠄔	296.48
𠄖	196.10
𠅞	199.33
𠅬	157.20
𠆎	064.13
𠆩	231.34 446.14
𠆲	336.17
𠆴	416.36
𠆵	090.02
𠆺	136.36
𠇗	166.21
𠇱	485.20
𠈇	458.31
𠈈	244.03 244.21
𠈋	025.37
𠈱	159.29
𠈵	039.11 240.18
𠈺	270.20
𠉤	535.17
𠉦	458.30
𠉫	426.41
𠊧	317.35 430.25
𠊩	287.48
𠊪	364.15
𠊬	503.25 511.20
𠊰	309.28
𠊷	353.26
𠊾	056.38 353.57
𠋢	326.45
𠋧	164.34
𠋩	453.09
𠋫	437.28
𠋬	523.57
𠋺	157.13
𠌖	037.46
𠌭	472.07
𠌮	165.19
𠌰	390.20
𠌶	074.09 074.25
𠍀	023.01
𠍜	356.32
𠍹	544.12
𠎝	142.39
𠎷	537.59
𠏀	164.12
𠏃	164.25
𠏢	421.13
𠏤	313.22
𠏭	344.03
𠏮	388.24
𠐀	041.45
𠐋	153.44 154.48
𠐌	241.24
𠐤	097.04
𠐩	337.14
𠐻	280.35 291.46
𠐼	441.26
𠐽	057.02 359.02
𠐾	061.25
𠐿	201.49
𠑅	188.43
𠑆	338.05
𠑘	135.08
𠑟	136.23
𠒂	266.13
𠒃	247.28
𠒅	247.27
𠒆	045.34
𠒢	124.19
𠓋	517.35
𠓗	365.30 511.55
𠓛	532.02
𠓭	332.08
𠔯	128.25
𠔺	230.47
𠔼	303.13 438.17
𠕋	514.26
𠕣	543.13
𠕦	365.24
𠖶	440.28
𠖷	319.23
𠗂	508.05
𠗉	541.18 542.55 544.23
𠗨	541.62 544.31
𠗲	199.01
𠗴	222.28
𠗺	041.41
𠘂	214.05
𠘡	328.31
𠘧	076.12
𠘯	321.35
𠘱	275.26
𠙶	327.17
𠚜	156.42
𠚥	144.29
𠛂	175.34
𠛉	488.14
𠛎	214.43
𠛐	377.21
𠛑	133.45
𠛮	141.52
𠛱	496.45
𠛺	262.28
𠛼	193.40
𠜓	522.40
𠜖	487.11
𠜙	369.40
𠜱	091.04
𠜲	167.31
𠜵	489.20
𠜶	302.06
𠜻	515.03
𠜾	377.04 476.10
𠝃	135.49
𠝟	316.23
𠝤	034.47
𠝥	092.11
𠞂	090.27
𠞇	374.18
𠞈	537.18
𠞉	469.55
𠞊	093.46 167.46
𠞩	470.33 472.04
𠞭	213.22 440.04
𠞮	311.21
𠞰	299.12
𠞱	394.09
𠟂	433.51
𠟃	282.31
𠟉	291.05
𠟌	262.36
𠟍	034.46
𠟎	506.36
𠟪	540.20 545.17
𠟭	529.15
𠟯	299.13
𠟻	529.14
𠟼	127.38
𠠃	226.20
𠠍	055.02
𠠎	509.41 513.13
𠠗	539.15
𠠜	188.58
𠠫	374.33
𠠳	208.15
𠡂	472.24
𠡃	419.16
𠡝	472.40
𠢆	490.14
𠢈	259.19
𠢓	505.14
𠢕	155.07
𠢠	524.47
𠢤	478.29
𠢫	318.08
𠢲	271.28
𠢳	526.45
𠣊	361.47
𠣏	484.29
𠣑	154.44
𠣙	108.17
𠣟	108.05
𠣨	045.06
𠣪	075.08
𠣫	414.06
𠣬	277.38
𠣵	530.25
𠣾	531.07
𠣿	434.42
𠤄	455.32 456.18
𠤈	342.05
𠤎	423.40
𠤏	303.28
𠤼	145.15
𠥐	180.11
𠥗	248.24
𠥙	141.54
𠥜	483.47
𠥦	527.24
𠥴	222.21
𠥸	090.31
𠦂	156.35
𠦃	535.04 537.62
𠦒	127.18 471.20
𠦫	532.03
𠦬	094.46
𠧙	149.16 413.39 414.05
𠧚	518.11
𠧞	297.18
𠧩	388.11
𠧪	090.14 145.17
𠧴	204.33
𠧵	518.12
𠨎	411.45
𠨜	481.43
𠨧	137.13
𠨮	528.52
𠨲	280.40 501.15
𠨴	385.18
𠩁	033.05
𠩂	545.42
𠩄	258.24
𠩗	041.19
𠩘	544.51
𠩧	536.15
𠩫	522.03
𠩬	062.09
𠩺	062.33
𠪙	253.01
𠪚	219.47 332.42 333.19
𠪮	518.31
𠫓	480.45
𠫗	323.19
𠬈	245.08
𠬛	479.46
𠬝	492.12
𠬢	156.40
𠬪	298.59
𠬸	479.48
𠭇	325.23
𠭖	332.22
𠭥	351.05 375.37
𠭰	062.10
𠭴	474.48 499.09
𠮊	529.12
𠮌	474.49
𠮟	472.09
𠮯	251.18
𠯋	270.21
𠯔	469.07
𠯗	535.58
𠯘	404.33
𠯙	500.43
𠰉	147.09
𠰒	309.36
𠰝	361.52
𠱘	511.35
𠱝	500.46
𠱠	196.43
𠱡	387.14 484.38
𠱥	484.18
𠲗	484.20
𠲮	431.41
𠲳	103.06
𠲷	542.42
𠳃	236.40
𠳊	161.28
𠳋	291.39
𠳌	422.45
𠳲	262.43
𠴦	364.43
𠴨	127.28
𠴪	500.07
𠴫	457.14 523.14
𠴱	081.08
𠴺	093.65
𠶷	526.18
𠶸	503.28 511.23
𠷂	274.15
𠷈	474.26
